name,min_frames,max_frames,mean_frames,median_frames,threshold_frames,min_lips,max_lips,mean_lips,median_lips,threshold_lips
R_101_384,0.6268033854166667,7.328088107638889,2.6599775838431445,2.4085563151041667,3.9492699635145616,15.0,237.0,74.125,50.5,140.76664895168784
R_108_29,0.08288411458333333,1.6737934027777779,0.8373840591755317,0.7069493272569445,1.2205663800225586,1.0,9.0,4.238095238095238,4.0,6.586443429702467
R_10_16,0.5115559895833334,3.986384548611111,2.230369204925411,2.517051323784722,3.0601478445600856,0.0,1499.0,137.9814814814815,19.0,438.31515337306155
R_105_89,0.013777126736111112,30.48698025173611,1.2910246205757168,0.4668234592013889,5.153102585165958,0.0,261.0,40.57377049180328,11.0,107.32470442433609
R_101_446,0.23341796875,41.144992404513886,5.663270352128626,4.395602213541666,12.069033708116757,2.0,48.0,17.0,13.0,28.29832615536671
R_104_107,0.07345052083333334,125.34911783854167,8.090173636642154,1.296560329861111,33.820608585657894,41.0,41.0,41.0,41.0,41.0
R_107_192,0.03770616319444445,23.15772894965278,0.9904111180160985,0.3027164713541667,4.399698792018108,0.0,1136.0,252.7906976744186,124.0,561.4631407638027
R_106_250,0.37759223090277777,57.31018771701389,1.9249007293783877,1.2924891493055555,6.997139406669417,1.0,599.0,71.77049180327869,27.5,188.34381966437468
R_106_95,0.38192057291666665,29.175674913194445,1.4052489217122397,0.9339567057291667,4.924753256240593,1.0,280.0,54.5,32.5,114.69718941033065
R_103_158,0.11033203125,16.237606336805555,1.1323974756006008,0.7068147786458333,3.040825811936169,0.0,1727.0,96.68493150684931,17.0,338.86050897263283
R_105_263,0.08309136284722222,40.81758680555556,1.5135111936095205,0.72501953125,6.3425645944531075,0.0,178.0,21.125,6.0,57.289832217027005
R_108_9,1.1313519965277778,4.696060112847222,2.5114177207341277,2.4902213541666667,3.3931131182994156,0.0,38.0,5.914893617021277,3.0,13.679597683758256
R_106_19,1.3356293402777777,29.64842556423611,5.669922340029761,5.332394748263889,9.784850687631543,0.0,7.0,3.1875,3.5,5.3444292408421745
R_107_254,0.13553819444444445,27.583608940972223,1.3989223034633196,0.7514903428819444,4.481935605840089,0.0,100.0,26.177777777777777,20.0,48.217427794044056
R_107_443,0.20026258680555556,16.68735894097222,1.417526886878655,0.9396104600694445,3.9316860170548202,174.0,3618.0,1220.448275862069,964.0,2148.800898604203
R_105_157,0.030815972222222224,1.3129351128472222,0.5084945604996979,0.44935167100694445,0.8368897590634907,0.0,759.0,80.43478260869566,29.0,235.37420305282103
R_101_263,0.1629025607638889,19.681544053819444,0.9223662304131057,0.5608002387152777,3.0978687179600755,1.0,1338.0,269.1168831168831,160.0,538.7115270781878
R_104_323,1.2622287326388888,43.23034830729166,5.087231524559141,4.140657552083334,10.795740049293677,0.0,10783.0,1219.3333333333333,147.0,3429.6624344046504
R_101_208,0.04587565104166667,33.954616970486114,1.5288653029057018,0.6122688802083334,6.578123588951846,0.0,679.0,35.208333333333336,11.5,124.44318849094537
R_106_373,0.07436957465277778,44.49475368923611,1.9777154966307675,0.9077528211805556,8.044404715830492,0.0,4566.0,329.7739130434783,90.0,943.1807793787817
R_107_329,0.09394097222222222,23.088674045138887,0.9931845553156055,0.819677734375,3.03613919560967,0.0,107.0,14.29245283018868,9.0,31.63090773574257
R_106_376,0.07882595486111112,23.463610026041668,0.6060944331918724,0.2755891927083333,3.1684118071782255,0.0,292.0,26.506172839506174,14.0,66.09889054402079
R_108_7,0.46720703125,3.0735243055555554,1.6453171433151896,1.5551616753472222,2.182833139163323,11.0,799.0,282.57142857142856,95.0,574.6261480739106
R_100_24,0.06590060763888889,0.8314615885416666,0.43844046733276654,0.44218641493055555,0.6223021041617545,2.0,178.0,36.93333333333333,17.0,83.16963460793309
R_100_347,0.07423285590277778,79.78987738715277,2.0072898211212014,0.6901920572916667,11.733203232940351,0.0,467.0,51.6,30.0,122.61816056780677
R_104_153,0.6967610677083333,26.996110026041666,3.9476868379702883,3.5007801649305557,7.0445026128867365,3.0,156.0,46.56,17.0,100.51040685666791
R_103_256,0.08267035590277778,23.508420138888887,0.6696628916966736,0.29899305555555555,3.239204847986054,1.0,300.0,35.41975308641975,22.0,83.36825019787963
R_105_101,0.02890625,18.397824435763887,1.1413332832532057,0.9808420138888889,2.7900190034884274,0.0,3118.0,348.53097345132744,120.0,887.4295727889754
R_105_205,0.02316189236111111,4.722291666666667,2.3970820787217884,2.171795247395833,3.8112276586686447,1.0,290.0,76.6875,46.0,157.38114810039264
R_103_429,0.02066623263888889,22.03504665798611,0.7733778754340278,0.2338916015625,4.179798382936238,9.0,35.0,25.25,28.5,35.006408150543926
R_108_39,0.05611870659722222,42.50481228298611,1.6292832623106062,0.9474045138888889,7.2171199251947025,0.0,282.0,37.68518518518518,26.5,81.80195955187321
R_103_127,0.10680121527777778,39.70809136284722,1.9865012779706792,1.0390570746527779,7.690252143470555,3.0,3683.0,415.20454545454544,114.0,1159.0506646688948
R_103_289,0.2546571180555556,34.326504991319446,1.0211310922679537,0.6158414713541667,4.7285774043241275,1.0,138.0,25.625,18.5,53.34474702265517
R_103_234,0.5867078993055556,5.222213541666667,2.4611617254273503,2.3060546875,3.587637383381428,42.0,42.0,42.0,42.0,42.0
R_101_381,1.2772569444444444,11.578848741319444,4.1330760061005005,2.410769856770833,7.315331901840242,12.0,1425.0,308.42857142857144,162.5,688.1791877707242
R_100_305,0.10257921006944444,39.69598524305555,1.975257888812577,1.0484635416666668,7.648449477461222,1.0,3789.0,392.52272727272725,121.0,1083.4097884496266
R_104_353,0.057045355902777775,20.751253255208333,1.3018378437030778,0.53150390625,5.123252046542304,0.0,2123.0,333.22857142857146,82.5,848.7997989153707
R_103_292,0.03654730902777778,38.96961480034722,1.0494273244598764,0.5458859592013889,5.091430188659834,0.0,304.0,30.431818181818183,19.5,70.99232165685854
R_103_7,1.1347894965277778,4.5321647135416665,2.3653714667426216,2.194072265625,3.2259323880927164,484.0,1355.0,919.5,919.5,1355.0
R_100_302,0.04060329861111111,41.285390625,0.9668169550207533,0.47991970486111113,5.322409864456278,0.0,298.0,21.03529411764706,9.0,63.976689765758124
R_104_309,0.6096017795138889,15.420660807291666,3.916281105324073,1.9228678385416667,7.560021593511397,0.0,792.0,75.6,18.0,268.453588679772
R_100_440,0.13693467881944443,47.44126736111111,1.2702835006440407,0.559765625,7.185608084561617,9.0,90.0,31.9,22.5,56.1629346947149
R_10_169,0.9098046875,2.923369140625,1.8376007267656624,1.9172797309027776,2.376947706378199,0.0,1676.0,252.29032258064515,50.0,631.2532702586459
